OPEID,Name,SchoolType,R,Drate
25332,SCHOOL OF ARCHITECTURE (THE)                                     ,Private,San Francisco,0
25459,HYPNOSIS MOTIVATION INSTITUTE                                    ,Private,San Francisco,5.1
25973,SOUTH BAYLO UNIVERSITY                                           ,Private,San Francisco,2.4
30256,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE               ,Private,San Francisco,6.4
30982,YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE                ,Private,San Francisco,2.5
31070,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES     ,Private,San Francisco,1
31095,DONGGUK UNIVERSITY LOS ANGELES                                   ,Private,San Francisco,2.3
31633,PACIFIC STATES UNIVERSITY                                        ,Private,San Francisco,0
32503,CBD COLLEGE                                                      ,Private,San Francisco,4.6
32663,BETHESDA UNIVERSITY                                              ,Private,San Francisco,23.6
32883,ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES                   ,Private,San Francisco,1.2
33274,"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY           ",Private,San Francisco,4.8
33323,SOUTHERN CALIFORNIA SEMINARY                                     ,Private,San Francisco,9.8
33473,INTERNATIONAL BAPTIST COLLEGE AND SEMINARY                       ,Private,San Francisco,4.3
34033,EPIC BIBLE COLLEGE                                               ,Private,San Francisco,9.2
34784,PHOENIX SEMINARY                                                 ,Private,San Francisco,2.7
35904,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA                     ,Private,San Francisco,9.5
36953,COMMUNITY ENHANCEMENT SERVICES                                   ,Private,San Francisco,0
36963,UNIVERSITY OF THE WEST                                           ,Private,San Francisco,8.8
37524,SUM BIBLE COLLEGE & THEOLOGICAL SEMINARY                         ,Private,San Francisco,16
38144,SOKA UNIVERSITY OF AMERICA                                       ,Private,San Francisco,0
38533,KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES                 ,Private,San Francisco,0
38683,WORLD MISSION UNIVERSITY                                         ,Private,San Francisco,6.2
38744,COMMUNITY CHRISTIAN COLLEGE                                      ,Private,San Francisco,6.8
40653,ROSEMAN UNIVERSITY OF HEALTH SCIENCES                            ,Private,San Francisco,0.3
41425,TOURO UNIVERSITY WORLDWIDE                                       ,Private,San Francisco,6.2
41426,TOURO UNIVERSITY                                                 ,Private,San Francisco,0.3
41497,HOMESTEAD SCHOOLS                                                ,Private,San Francisco,2.9
41539,PROVIDENCE CHRISTIAN COLLEGE                                     ,Private,San Francisco,3.2
41555,ACADEMY FOR JEWISH RELIGION CALIFORNIA                           ,Private,San Francisco,4.7
41578,GRACE MISSION UNIVERSITY                                         ,Private,San Francisco,6.6
41618,BRANDMAN UNIVERSITY                                              ,Private,San Francisco,4.1
41763,BERGIN UNIVERSITY OF CANINE STUDIES                              ,Private,San Francisco,9
41913,ANNENBERG SCHOOL OF NURSING                                      ,Private,San Francisco,5.1
41937,JOHN PAUL THE GREAT CATHOLIC UNIVERSITY                          ,Private,San Francisco,3.5
42174,HIGH TECH HIGH GRADUATE SCHOOL OF EDUCATION                      ,Private,San Francisco,0
42355,PRESIDIO GRADUATE SCHOOL                                         ,Private,San Francisco,0
42376,CALIFORNIA JAZZ CONSERVATORY                                     ,Private,San Francisco,5
42501,SANTA BARBARA AND VENTURA COLLEGES OF LAW (THE)                  ,Private,San Francisco,2
42527,PACIFIC RIM CHRISTIAN UNIVERSITY                                 ,Private,San Francisco,7.1
42788,LOS ANGELES PACIFIC UNIVERSITY                                   ,Private,San Francisco,3.1
1074,GRAND CANYON UNIVERSITY                                          ,Proprietary,San Francisco,5
1177,UNIVERSITY OF SILICON VALLEY                                     ,Proprietary,San Francisco,3.5
1881,ASHFORD UNIVERSITY                                               ,Proprietary,San Francisco,10.9
7050,BELLUS ACADEMY                                                   ,Proprietary,San Francisco,5.3
7142,LYLE'S COLLEGE OF BEAUTY                                         ,Proprietary,San Francisco,1.8
7164,BRYAN UNIVERSITY                                                 ,Proprietary,San Francisco,10.3
7187,NORTH ADRIAN'S COLLEGE OF BEAUTY                                 ,Proprietary,San Francisco,12.3
7203,SALON SUCCESS ACADEMY                                            ,Proprietary,San Francisco,11.1
7204,MODERN BEAUTY ACADEMY                                            ,Proprietary,San Francisco,9.2
7209,REDONDO BEACH BEAUTY COLLEGE                                     ,Proprietary,San Francisco,0
7253,FEDERICO BEAUTY INSTITUTE                                        ,Proprietary,San Francisco,9.3
7531,ACADEMY OF ART UNIVERSITY                                        ,Proprietary,San Francisco,5
7607,CONCORDE CAREER COLLEGE                                          ,Proprietary,San Francisco,8.8
7930,CONCORDE CAREER COLLEGE                                          ,Proprietary,San Francisco,11.2
8071,CONCORDE CAREER COLLEGE                                          ,Proprietary,San Francisco,10.6
8221,UNIVERSAL TECHNICAL INSTITUTE                                    ,Proprietary,San Francisco,11.9
8537,CONCORDE CAREER COLLEGE                                          ,Proprietary,San Francisco,12.2
8864,ARIZONA ACADEMY OF BEAUTY                                        ,Proprietary,San Francisco,17.8
9022,ASSOCIATED TECHNICAL COLLEGE                                     ,Proprietary,San Francisco,10.6
9032,EMPIRE COLLEGE                                                   ,Proprietary,San Francisco,5.5
9748,CARRINGTON COLLEGE                                               ,Proprietary,San Francisco,12.9
9989,CALIFORNIA AERONAUTICAL UNIVERSITY                               ,Proprietary,San Francisco,21.1
10858,AVALON SCHOOL OF COSMETOLOGY                                     ,Proprietary,San Francisco,16.1
11112,FASHION INSTITUTE OF DESIGN & MERCHANDISING                      ,Proprietary,San Francisco,6.6
11117,ALLIANT INTERNATIONAL UNIVERSITY                                 ,Proprietary,San Francisco,1.9
11689,REFRIGERATION SCHOOL (THE)                                       ,Proprietary,San Francisco,7.6
11707,NORTH-WEST COLLEGE                                               ,Proprietary,San Francisco,6.9
11865,CALIFORNIA HAIR DESIGN ACADEMY                                   ,Proprietary,San Francisco,6.7
11866,LU ROSS ACADEMY                                                  ,Proprietary,San Francisco,6.3
12026,BELLUS ACADEMY                                                   ,Proprietary,San Francisco,3.5
12872,NORTH-WEST COLLEGE                                               ,Proprietary,San Francisco,3.1
12912,MTI COLLEGE                                                      ,Proprietary,San Francisco,7.6
12984,PROFESSIONAL INSTITUTE OF BEAUTY                                 ,Proprietary,San Francisco,7.2
13010,LANCASTER BEAUTY SCHOOL                                          ,Proprietary,San Francisco,5.4
13074,AMERICAN BEAUTY COLLEGE                                          ,Proprietary,San Francisco,15.7
13095,SALON SUCCESS ACADEMY                                            ,Proprietary,San Francisco,12.8
13232,ACADEMY OF HAIR DESIGN                                           ,Proprietary,San Francisco,3.1
13240,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE                            ,Proprietary,San Francisco,2.9
20657,CALIFORNIA BEAUTY COLLEGE                                        ,Proprietary,San Francisco,0
20988,UNIVERSITY OF PHOENIX                                            ,Proprietary,San Francisco,8.7
21005,UNIVERSAL TECHNICAL INSTITUTE                                    ,Proprietary,San Francisco,11.9
21006,CARRINGTON COLLEGE                                               ,Proprietary,San Francisco,15.3
21136,AMERICAN INTERCONTINENTAL UNIVERSITY                             ,Proprietary,San Francisco,15.8
21138,ROBERTO-VENN SCHOOL OF LUTHIERY                                  ,Proprietary,San Francisco,4.3
21207,SAN JOAQUIN VALLEY COLLEGE                                       ,Proprietary,San Francisco,16.8
21250,CAREER ACADEMY OF BEAUTY                                         ,Proprietary,San Francisco,2.7
21282,BRIDGES BEAUTY COLLEGE                                           ,Proprietary,San Francisco,20.8
21283,INSTITUTE FOR BUSINESS & TECHNOLOGY                              ,Proprietary,San Francisco,10.5
21395,HAWAII INSTITUTE OF HAIR DESIGN                                  ,Proprietary,San Francisco,16
21618,MUSICIANS INSTITUTE                                              ,Proprietary,San Francisco,5
21678,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES                   ,Proprietary,San Francisco,10
21787,CITRUS HEIGHTS BEAUTY COLLEGE                                    ,Proprietary,San Francisco,13.1
21858,MOLER BARBER COLLEGE                                             ,Proprietary,San Francisco,17.8
22110,SALON SUCCESS ACADEMY                                            ,Proprietary,San Francisco,24.4
22171,PIMA MEDICAL INSTITUTE                                           ,Proprietary,San Francisco,7.2
22188,BROOKLINE COLLEGE                                                ,Proprietary,San Francisco,14.2
22375,LAS VEGAS COLLEGE                                                ,Proprietary,San Francisco,19.7
22418,AMERICAN CAREER COLLEGE                                          ,Proprietary,San Francisco,3.4
22482,MILAN INSTITUTE OF COSMETOLOGY                                   ,Proprietary,San Francisco,12.4
22554,TONI&GUY HAIRDRESSING ACADEMY                                    ,Proprietary,San Francisco,4.6
22676,SOFIA UNIVERSITY                                                 ,Proprietary,San Francisco,1.2
22774,SOUTH COAST COLLEGE                                              ,Proprietary,San Francisco,10.3
22805,CHARLES OF ITALY BEAUTY COLLEGE                                  ,Proprietary,San Francisco,9
22980,DESIGN INSTITUTE OF SAN DIEGO                                    ,Proprietary,San Francisco,2
23043,PLATT COLLEGE - SAN DIEGO                                        ,Proprietary,San Francisco,5.9
23385,GLENDALE CAREER COLLEGE                                          ,Proprietary,San Francisco,5.5
23434,BELLUS ACADEMY                                                   ,Proprietary,San Francisco,2.1
24948,CR'U INSTITUTE OF COSMETOLOGY AND BARBERING                      ,Proprietary,San Francisco,14.2
24973,MILAN INSTITUTE                                                  ,Proprietary,San Francisco,7.3
25203,INTERIOR DESIGNERS INSTITUTE                                     ,Proprietary,San Francisco,0
25204,ADRIANS BEAUTY COLLEGE OF TURLOCK                                ,Proprietary,San Francisco,23.3
25318,PAUL MITCHELL THE SCHOOL COSTA MESA                              ,Proprietary,San Francisco,10.7
25372,PALOMAR INSTITUTE OF COSMETOLOGY                                 ,Proprietary,San Francisco,4.8
25423,NATIONAL HOLISTIC INSTITUTE                                      ,Proprietary,San Francisco,8.3
25434,BROWNSON TECHNICAL SCHOOL                                        ,Proprietary,San Francisco,2.8
25535,ASSOCIATED TECHNICAL COLLEGE                                     ,Proprietary,San Francisco,19
25536,DIVERSIFIED VOCATIONAL COLLEGE                                   ,Proprietary,San Francisco,11.2
25590,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY                      ,Proprietary,San Francisco,8.7
25593,UNITED EDUCATION INSTITUTE                                       ,Proprietary,San Francisco,11.3
25594,INTERCOAST COLLEGES                                              ,Proprietary,San Francisco,17.9
25779,SANTA BARBARA BUSINESS COLLEGE                                   ,Proprietary,San Francisco,19.2
25780,SANTA BARBARA BUSINESS COLLEGE                                   ,Proprietary,San Francisco,14
25916,NORTH-WEST COLLEGE                                               ,Proprietary,San Francisco,4.2
25964,SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY                      ,Proprietary,San Francisco,3.9
26023,CENTRAL COAST COLLEGE                                            ,Proprietary,San Francisco,2.5
26090,EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE               ,Proprietary,San Francisco,0
26215,CAREER COLLEGE OF NORTHERN NEVADA                                ,Proprietary,San Francisco,14.9
30199,CAPSTONE COLLEGE                                                 ,Proprietary,San Francisco,10.3
30277,PACIFIC COLLEGE OF HEALTH AND SCIENCE                            ,Proprietary,San Francisco,5.3
30344,CONSERVATORY OF RECORDING ARTS & SCIENCES                        ,Proprietary,San Francisco,12.5
30399,FREMONT COLLEGE                                                  ,Proprietary,San Francisco,9.8
30439,NEWSCHOOL OF ARCHITECTURE AND DESIGN                             ,Proprietary,San Francisco,3.6
30627,PLATT COLLEGE                                                    ,Proprietary,San Francisco,4.8
30634,MODERN TECHNOLOGY SCHOOL                                         ,Proprietary,San Francisco,5.6
30675,INSTITUTE OF TECHNOLOGY                                          ,Proprietary,San Francisco,15.1
30977,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION                ,Proprietary,San Francisco,11.6
30987,MILAN INSTITUTE                                                  ,Proprietary,San Francisco,11.4
31081,SUMMIT COLLEGE                                                   ,Proprietary,San Francisco,20.5
31133,UEI COLLEGE                                                      ,Proprietary,San Francisco,11.5
31136,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY                      ,Proprietary,San Francisco,2.4
31150,ARIZONA COLLEGE                                                  ,Proprietary,San Francisco,14
31258,PREMIERE CAREER COLLEGE                                          ,Proprietary,San Francisco,2
31268,PACIFICA GRADUATE INSTITUTE                                      ,Proprietary,San Francisco,3
31313,FIVE BRANCHES UNIVERSITY                                         ,Proprietary,San Francisco,1.5
31444,AMERICAN COLLEGE OF HEALTHCARE AND TECHNOLOGY                    ,Proprietary,San Francisco,16.8
31713,UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES                  ,Proprietary,San Francisco,0.9
32253,AMERICAN UNIVERSITY OF HEALTH SCIENCES                           ,Proprietary,San Francisco,1.2
32423,CAREER NETWORKS INSTITUTE                                        ,Proprietary,San Francisco,2.5
32993,PACIFIC COLLEGE                                                  ,Proprietary,San Francisco,8.7
33673,PROFESSIONAL GOLFERS CAREER COLLEGE                              ,Proprietary,San Francisco,11.5
34275,UNIVERSITY OF ANTELOPE VALLEY                                    ,Proprietary,San Francisco,2.5
34404,MARIAN HEALTH CAREERS CENTER                                     ,Proprietary,San Francisco,7.2
34453,HDS TRUCK DRIVING INSTITUTE                                      ,Proprietary,San Francisco,16.8
34793,PCI COLLEGE                                                      ,Proprietary,San Francisco,1.8
35324,ATA COLLEGE                                                      ,Proprietary,San Francisco,0
35773,COBA ACADEMY                                                     ,Proprietary,San Francisco,6
35933,SOUTHWEST INSTITUTE OF HEALING ARTS                              ,Proprietary,San Francisco,8.8
36175,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE               ,Proprietary,San Francisco,2.4
36393,WEST COAST ULTRASOUND INSTITUTE                                  ,Proprietary,San Francisco,8.8
36463,DESIGN'S SCHOOL OF COSMETOLOGY                                   ,Proprietary,San Francisco,10
36813,CALIFORNIA HEALING ARTS COLLEGE                                  ,Proprietary,San Francisco,8
36955,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE              ,Proprietary,San Francisco,0
36983,WEST COAST UNIVERSITY                                            ,Proprietary,San Francisco,0.5
37353,INSTITUTE OF CLINICAL ACUPUNCTURE AND ORIENTAL MEDICINE          ,Proprietary,San Francisco,6.8
37404,ATI COLLEGE                                                      ,Proprietary,San Francisco,8.8
37593,STELLAR CAREER COLLEGE                                           ,Proprietary,San Francisco,2.6
37863,ADVANCED COLLEGE                                                 ,Proprietary,San Francisco,0
37974,CAREER CARE INSTITUTE                                            ,Proprietary,San Francisco,9.2
38133,NORTHCENTRAL UNIVERSITY                                          ,Proprietary,San Francisco,4.1
38143,TURNING POINT BEAUTY COLLEGE                                     ,Proprietary,San Francisco,12.9
38385,NORTHWEST CAREER COLLEGE                                         ,Proprietary,San Francisco,11.3
38684,LOS ANGELES COLLEGE OF MUSIC                                     ,Proprietary,San Francisco,5.5
38743,CAMBRIDGE JUNIOR COLLEGE                                         ,Proprietary,San Francisco,2.5
38814,EUROPEAN MASSAGE THERAPY SCHOOL  (THE)                           ,Proprietary,San Francisco,4.5
38893,STANBRIDGE UNIVERSITY                                            ,Proprietary,San Francisco,2.6
39104,NATIONAL POLYTECHNIC COLLEGE                                     ,Proprietary,San Francisco,3.4
39353,CALIFORNIA NURSES EDUCATIONAL INSTITUTE                          ,Proprietary,San Francisco,14
39623,AMERICAN INSTITUTE OF MASSAGE THERAPY                            ,Proprietary,San Francisco,0
39644,INTERNATIONAL SCHOOL OF BEAUTY                                   ,Proprietary,San Francisco,14
39696,UEI COLLEGE                                                      ,Proprietary,San Francisco,11
39713,AMERICAN CAREER COLLEGE                                          ,Proprietary,San Francisco,3.2
39733,SAE  EXPRESSION COLLEGE                                          ,Proprietary,San Francisco,15.5
39745,CALIFORNIA CAREER COLLEGE                                        ,Proprietary,San Francisco,2.9
39953,UNIVERSITY OF EAST-WEST MEDICINE                                 ,Proprietary,San Francisco,6.2
40013,PALACE BEAUTY COLLEGE                                            ,Proprietary,San Francisco,5.8
40033,BLAKE AUSTIN COLLEGE                                             ,Proprietary,San Francisco,4.2
40053,UNITED STATES UNIVERSITY                                         ,Proprietary,San Francisco,11.7
40144,PALLADIUM TECHNICAL ACADEMY                                      ,Proprietary,San Francisco,18.6
40373,LOS ANGELES FILM SCHOOL (THE)                                    ,Proprietary,San Francisco,19.8
40573,ASHER COLLEGE                                                    ,Proprietary,San Francisco,3.8
40593,TUCSON COLLEGE OF BEAUTY                                         ,Proprietary,San Francisco,5.6
40764,GNOMON                                                           ,Proprietary,San Francisco,3.9
41145,VALLEY COLLEGE OF MEDICAL CAREERS                                ,Proprietary,San Francisco,25.3
41153,COACHELLA VALLEY BEAUTY COLLEGE                                  ,Proprietary,San Francisco,24.3
41156,MAYFIELD COLLEGE                                                 ,Proprietary,San Francisco,4.6
41188,NEW YORK FILM ACADEMY                                            ,Proprietary,San Francisco,3.8
41209,ARIZONA CULINARY INSTITUTE                                       ,Proprietary,San Francisco,22.8
41324,ACADEMY OF ESTHETICS AND COSMETOLOGY                             ,Proprietary,San Francisco,6.6
41327,HEALTHCARE CAREER COLLEGE                                        ,Proprietary,San Francisco,10.8
41387,PAUL MITCHELL THE SCHOOL - PASADENA                              ,Proprietary,San Francisco,1.5
41413,SAN FRANCISCO INSTITUTE OF ESTHETICS & COSMETOLOGY               ,Proprietary,San Francisco,4.5
41414,LAURUS COLLEGE                                                   ,Proprietary,San Francisco,20.7
41417,HEALING HANDS SCHOOL OF HOLISTIC HEALTH                          ,Proprietary,San Francisco,11.2
41442,CAREER DEVELOPMENT INSTITUTE                                     ,Proprietary,San Francisco,0
41448,INTERNATIONAL ACADEMY OF STYLE                                   ,Proprietary,San Francisco,12.8
41460,NATIONAL CAREER COLLEGE                                          ,Proprietary,San Francisco,15.9
41476,AVEDA INSTITUTE LAS VEGAS                                        ,Proprietary,San Francisco,3
41482,BEYOND 21ST CENTURY BEAUTY ACADEMY                               ,Proprietary,San Francisco,7.6
41487,AMERICAN INSTITUTE OF INTERIOR DESIGN                            ,Proprietary,San Francisco,8.3
41528,PAUL MITCHELL THE SCHOOL SACRAMENTO                              ,Proprietary,San Francisco,8.5
41529,STUDIO ACADEMY OF BEAUTY (THE)                                   ,Proprietary,San Francisco,3.4
41574,NATIONAL PARALEGAL COLLEGE                                       ,Proprietary,San Francisco,15
41582,PAUL MITCHELL THE SCHOOL SHERMAN OAKS                            ,Proprietary,San Francisco,13.1
41589,FLAIR BEAUTY COLLEGE                                             ,Proprietary,San Francisco,4.5
41596,GALAXY MEDICAL COLLEGE                                           ,Proprietary,San Francisco,2.5
41597,AMERICAN MEDICAL SCIENCES CENTER                                 ,Proprietary,San Francisco,7.5
41604,ANGELES COLLEGE                                                  ,Proprietary,San Francisco,9.7
41628,PAUL MITCHELL THE SCHOOL MODESTO                                 ,Proprietary,San Francisco,10.9
41634,COSMO BEAUTY ACADEMY                                             ,Proprietary,San Francisco,7.1
41644,ANGELES INSTITUTE                                                ,Proprietary,San Francisco,9
41652,MAUNA LOA HELICOPTERS                                            ,Proprietary,San Francisco,0
41659,PAUL MITCHELL THE SCHOOL FRESNO                                  ,Proprietary,San Francisco,8.4
41670,PAUL MITCHELL THE SCHOOL TEMECULA                                ,Proprietary,San Francisco,6.5
41697,UNITEK COLLEGE                                                   ,Proprietary,San Francisco,6.7
41698,GURNICK ACADEMY OF MEDICAL ARTS                                  ,Proprietary,San Francisco,4.4
41710,ADVANCED TRAINING INSTITUTE                                      ,Proprietary,San Francisco,11.5
41741,PAUL MITCHELL THE SCHOOL PHOENIX                                 ,Proprietary,San Francisco,11.1
41742,ALL BEAUTY COLLEGE                                               ,Proprietary,San Francisco,6.7
41751,PAUL MITCHELL THE SCHOOL HONOLULU                                ,Proprietary,San Francisco,11.6
41752,PAUL MITCHELL THE SCHOOL EAST BAY                                ,Proprietary,San Francisco,11.7
41753,PENROSE ACADEMY                                                  ,Proprietary,San Francisco,2.5
41754,ELITE COSMETOLOGY SCHOOL                                         ,Proprietary,San Francisco,22.5
41775,PURE AESTHETICS NATURAL SKINCARE SCHOOL                          ,Proprietary,San Francisco,8.3
41800,CINTA AVEDA INSTITUTE                                            ,Proprietary,San Francisco,17.5
41812,SOUTHERN CALIFORNIA HEALTH INSTITUTE (SOCHI)                     ,Proprietary,San Francisco,14.1
41816,INTEGRITY COLLEGE OF HEALTH                                      ,Proprietary,San Francisco,4
41822,HAWAII MEDICAL COLLEGE                                           ,Proprietary,San Francisco,12.6
41855,BEVERLY HILLS DESIGN INSTITUTE                                   ,Proprietary,San Francisco,8.3
41856,MEDICAL ALLIED CAREER CENTER                                     ,Proprietary,San Francisco,0
41863,PAUL MITCHELL THE SCHOOL LAS VEGAS                               ,Proprietary,San Francisco,9.7
41869,"INTERNATIONAL COLLEGE OF BEAUTY, ARTS & SCIENCES                 ",Proprietary,San Francisco,5.3
41897,CALIFORNIA MIRAMAR UNIVERSITY                                    ,Proprietary,San Francisco,24.3
41898,ACADEMY FOR SALON PROFESSIONALS                                  ,Proprietary,San Francisco,4.9
41925,WESTCHESTER COLLEGE OF NURSING & ALLIED HEALTH                   ,Proprietary,San Francisco,2.7
41945,AVEDA INSTITUTE TUCSON                                           ,Proprietary,San Francisco,4.4
41954,UNITEK COLLEGE                                                   ,Proprietary,San Francisco,6.7
42031,PAUL MITCHELL THE SCHOOL RENO                                    ,Proprietary,San Francisco,10.9
42068,ADVANCE BEAUTY TECHS ACADEMY                                     ,Proprietary,San Francisco,12.1
42089,ADVANCED CAREER INSTITUTE                                        ,Proprietary,San Francisco,10.6
42098,HINTON BARBER AND BEAUTY COLLEGE                                 ,Proprietary,San Francisco,12.3
42119,XAVIER COLLEGE SCHOOL OF NURSING                                 ,Proprietary,San Francisco,0
42120,LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY                        ,Proprietary,San Francisco,24.3
42151,CALIFORNIA CAREER INSTITUTE                                      ,Proprietary,San Francisco,8.4
42175,J D ACADEMY OF SALON AND SPA                                     ,Proprietary,San Francisco,9.2
42176,SESSIONS COLLEGE FOR PROFESSIONAL DESIGN                         ,Proprietary,San Francisco,17.1
42217,ZMS THE ACADEMY                                                  ,Proprietary,San Francisco,13
42219,CALIFORNIA TECHNICAL ACADEMY                                     ,Proprietary,San Francisco,3.1
42222,FAB SCHOOL (THE)                                                 ,Proprietary,San Francisco,9
42237,BAY AREA MEDICAL ACADEMY                                         ,Proprietary,San Francisco,17.2
42281,HIGH DESERT MEDICAL COLLEGE                                      ,Proprietary,San Francisco,3.4
42331,ARIZONA SCHOOL OF INTEGRATIVE STUDIES                            ,Proprietary,San Francisco,10.7
42340,SAN FRANCISCO FILM SCHOOL                                        ,Proprietary,San Francisco,13.5
42371,SALON PROFESSIONAL ACADEMY (THE)                                 ,Proprietary,San Francisco,9.3
42402,AVIATION INSTITUTE OF MAINTENANCE                                ,Proprietary,San Francisco,7.6
42425,ASSOCIATED BARBER COLLEGE OF SAN DIEGO                           ,Proprietary,San Francisco,6.1
42426,ABCO TECHNOLOGY                                                  ,Proprietary,San Francisco,7.3
42434,INTERNATIONAL SPORTS SCIENCES ASSOCIATION                        ,Proprietary,San Francisco,0
42438,ABRAHAM LINCOLN UNIVERSITY                                       ,Proprietary,San Francisco,2.4
42440,CALIFORNIA INTERCONTINENTAL UNIVERSITY                           ,Proprietary,San Francisco,16
42449,SONORAN DESERT INSTITUTE                                         ,Proprietary,San Francisco,13
42537,SACRAMENTO ULTRASOUND INSTITUTE                                  ,Proprietary,San Francisco,0
42553,HOSS LEE ACADEMY                                                 ,Proprietary,San Francisco,0
42598,CALIFORNIA INSTITUTE OF ARTS & TECHNOLOGY                        ,Proprietary,San Francisco,10
1063,UNIVERSITY OF ALASKA FAIRBANKS                                   ,Public,Seattle,8.5
1065,UNIVERSITY OF ALASKA SOUTHEAST                                   ,Public,Seattle,5.1
1616,BOISE STATE UNIVERSITY                                           ,Public,Seattle,4.3
1619,COLLEGE OF SOUTHERN IDAHO                                        ,Public,Seattle,10.1
1620,IDAHO STATE UNIVERSITY                                           ,Public,Seattle,5.5
1621,LEWIS-CLARK STATE COLLEGE                                        ,Public,Seattle,9.2
1623,NORTH IDAHO COLLEGE                                              ,Public,Seattle,8.8
1626,UNIVERSITY OF IDAHO                                              ,Public,Seattle,4.1
3186,BLUE MOUNTAIN COMMUNITY COLLEGE                                  ,Public,Seattle,7.3
3188,CENTRAL OREGON COMMUNITY COLLEGE                                 ,Public,Seattle,11.8
3189,CLATSOP COMMUNITY COLLEGE                                        ,Public,Seattle,12.6
3193,EASTERN OREGON UNIVERSITY                                        ,Public,Seattle,6
3196,LANE COMMUNITY COLLEGE                                           ,Public,Seattle,13.4
3204,MOUNT HOOD COMMUNITY COLLEGE                                     ,Public,Seattle,13.3
3209,WESTERN OREGON UNIVERSITY                                        ,Public,Seattle,5.1
3210,OREGON STATE UNIVERSITY                                          ,Public,Seattle,2.8
3211,OREGON INSTITUTE OF TECHNOLOGY                                   ,Public,Seattle,2
3213,PORTLAND COMMUNITY COLLEGE                                       ,Public,Seattle,12.5
3216,PORTLAND STATE UNIVERSITY                                        ,Public,Seattle,4.7
3218,CHEMEKETA COMMUNITY COLLEGE                                      ,Public,Seattle,11.1
3219,SOUTHERN OREGON UNIVERSITY                                       ,Public,Seattle,6
3220,SOUTHWESTERN OREGON COMMUNITY COLLEGE                            ,Public,Seattle,10.1
3221,TREASURE VALLEY COMMUNITY COLLEGE                                ,Public,Seattle,14.5
3222,UMPQUA COMMUNITY COLLEGE                                         ,Public,Seattle,12.5
3223,UNIVERSITY OF OREGON                                             ,Public,Seattle,3.1
3769,BELLEVUE COLLEGE                                                 ,Public,Seattle,5.3
3770,BIG BEND COMMUNITY COLLEGE                                       ,Public,Seattle,11
3771,CENTRAL WASHINGTON UNIVERSITY                                    ,Public,Seattle,5.2
3773,CLARK COLLEGE                                                    ,Public,Seattle,8.8
3774,COLUMBIA BASIN COLLEGE                                           ,Public,Seattle,6.4
3775,EASTERN WASHINGTON UNIVERSITY                                    ,Public,Seattle,4
3776,EVERETT COMMUNITY COLLEGE                                        ,Public,Seattle,7.1
3779,GRAYS HARBOR COLLEGE                                             ,Public,Seattle,18.8
3780,GREEN RIVER COLLEGE                                              ,Public,Seattle,11
3781,HIGHLINE COLLEGE                                                 ,Public,Seattle,7
3782,LOWER COLUMBIA COLLEGE                                           ,Public,Seattle,15.1
3784,OLYMPIC COLLEGE                                                  ,Public,Seattle,13.3
3786,PENINSULA COLLEGE                                                ,Public,Seattle,12.6
3787,SEATTLE CENTRAL COLLEGE                                          ,Public,Seattle,10.9
3791,SHORELINE COMMUNITY COLLEGE                                      ,Public,Seattle,13.2
3792,SKAGIT VALLEY COLLEGE                                            ,Public,Seattle,11.1
3793,SPOKANE COMMUNITY COLLEGE                                        ,Public,Seattle,10.4
3796,TACOMA COMMUNITY COLLEGE                                         ,Public,Seattle,9.6
3798,UNIVERSITY OF WASHINGTON - SEATTLE                               ,Public,Seattle,2.1
3800,WASHINGTON STATE UNIVERSITY                                      ,Public,Seattle,3.3
3801,WENATCHEE VALLEY COLLEGE                                         ,Public,Seattle,9.4
3802,WESTERN WASHINGTON UNIVERSITY                                    ,Public,Seattle,1.7
3805,YAKIMA VALLEY COLLEGE                                            ,Public,Seattle,10.9
4878,CLACKAMAS COMMUNITY COLLEGE                                      ,Public,Seattle,11.8
4882,OREGON HEALTH & SCIENCE UNIVERSITY                               ,Public,Seattle,0.1
4999,BELLINGHAM TECHNICAL COLLEGE                                     ,Public,Seattle,8.9
5000,PIERCE COLLEGE                                                   ,Public,Seattle,9.5
5001,EDMONDS COLLEGE                                                  ,Public,Seattle,10.3
5006,WALLA WALLA COMMUNITY COLLEGE                                    ,Public,Seattle,12.2
